cpd_id	Pathway	Description
C06657	1100	Metabolic pathways
C06657	1110	Biosynthesis of secondary metabolites
C06658	331	Clavulanic acid biosynthesis
C06658	1100	Metabolic pathways
C06658	1110	Biosynthesis of secondary metabolites
C06659	331	Clavulanic acid biosynthesis
C06659	1100	Metabolic pathways
C06659	1110	Biosynthesis of secondary metabolites
C06660	331	Clavulanic acid biosynthesis
C06660	1100	Metabolic pathways
C06660	1110	Biosynthesis of secondary metabolites
C06661	331	Clavulanic acid biosynthesis
C06661	1100	Metabolic pathways
C06661	1110	Biosynthesis of secondary metabolites
C06662	331	Clavulanic acid biosynthesis
C06662	1100	Metabolic pathways
C06662	1110	Biosynthesis of secondary metabolites
C06662	7011	Penicillins
C06664	332	Carbapenem biosynthesis
C06664	1110	Biosynthesis of secondary metabolites
C06669	332	Carbapenem biosynthesis
C06669	1100	Metabolic pathways
C06669	1110	Biosynthesis of secondary metabolites
C06670	364	Fluorobenzoate degradation
C06670	1100	Metabolic pathways
C06670	1120	Microbial metabolism in diverse environments
C06671	364	Fluorobenzoate degradation
C06671	1100	Metabolic pathways
C06671	1120	Microbial metabolism in diverse environments
C06672	627	Aminobenzoate degradation
C06672	1120	Microbial metabolism in diverse environments
C06673	627	Aminobenzoate degradation
C06673	1120	Microbial metabolism in diverse environments
C06674	627	Aminobenzoate degradation
C06674	1120	Microbial metabolism in diverse environments
C06675	627	Aminobenzoate degradation
C06675	1120	Microbial metabolism in diverse environments
C06676	627	Aminobenzoate degradation
C06676	1120	Microbial metabolism in diverse environments
C06677	623	Toluene degradation
C06677	1100	Metabolic pathways
C06677	1120	Microbial metabolism in diverse environments
C06677	1220	Degradation of aromatic compounds
C06678	623	Toluene degradation
C06678	1120	Microbial metabolism in diverse environments
C06678	1220	Degradation of aromatic compounds
C06679	623	Toluene degradation
C06679	1120	Microbial metabolism in diverse environments
C06679	1220	Degradation of aromatic compounds
C06680	624	Polycyclic aromatic hydrocarbon degradation
C06680	1120	Microbial metabolism in diverse environments
C06687	2010	ABC transporters
C06688	4976	Bile secretion
C06689	1055	Biosynthesis of vancomycin group antibiotics
C06689	1100	Metabolic pathways
C06689	1110	Biosynthesis of secondary metabolites
C06689	1502	Vancomycin resistance
C06689	2020	Two-component system
C06690	1052	Type I polyketide structures
C06691	1057	Biosynthesis of type II polyketide products
C06691	1110	Biosynthesis of secondary metabolites
C06696	2020	Two-component system
C06696	5208	Chemical carcinogenesis - reactive oxygen species
C06697	5207	Chemical carcinogenesis - receptor activation
C06705	2010	ABC transporters
C06706	2010	ABC transporters
C06707	2010	ABC transporters
C06711	624	Polycyclic aromatic hydrocarbon degradation
C06711	1100	Metabolic pathways
C06711	1120	Microbial metabolism in diverse environments
C06712	624	Polycyclic aromatic hydrocarbon degradation
C06712	1100	Metabolic pathways
C06712	1120	Microbial metabolism in diverse environments
C06714	362	Benzoate degradation
C06714	1100	Metabolic pathways
C06714	1120	Microbial metabolism in diverse environments
C06714	1220	Degradation of aromatic compounds
C06715	362	Benzoate degradation
C06715	1100	Metabolic pathways
C06715	1120	Microbial metabolism in diverse environments
C06719	627	Aminobenzoate degradation
C06719	1120	Microbial metabolism in diverse environments
C06720	622	Xylene degradation
C06720	1100	Metabolic pathways
C06720	1120	Microbial metabolism in diverse environments
C06720	1220	Degradation of aromatic compounds
C06723	362	Benzoate degradation
C06723	1100	Metabolic pathways
C06723	1120	Microbial metabolism in diverse environments
C06727	642	Ethylbenzene degradation
C06727	1100	Metabolic pathways
C06727	1120	Microbial metabolism in diverse environments
C06727	1220	Degradation of aromatic compounds
C06728	642	Ethylbenzene degradation
C06728	1100	Metabolic pathways
C06728	1120	Microbial metabolism in diverse environments
C06728	1220	Degradation of aromatic compounds
C06729	622	Xylene degradation
C06729	1100	Metabolic pathways
C06729	1120	Microbial metabolism in diverse environments
C06729	1220	Degradation of aromatic compounds
C06730	622	Xylene degradation
C06730	623	Toluene degradation
C06730	626	Naphthalene degradation
C06730	1100	Metabolic pathways
C06730	1120	Microbial metabolism in diverse environments
C06730	1220	Degradation of aromatic compounds
C06731	622	Xylene degradation
C06731	1100	Metabolic pathways
C06731	1120	Microbial metabolism in diverse environments
C06731	1220	Degradation of aromatic compounds
C06735	430	Taurine and hypotaurine metabolism
C06749	362	Benzoate degradation
C06749	1100	Metabolic pathways
C06749	1120	Microbial metabolism in diverse environments
C06749	1220	Degradation of aromatic compounds
C06752	625	Chloroalkane and chloroalkene degradation
C06752	1100	Metabolic pathways
C06752	1120	Microbial metabolism in diverse environments
C06752	5204	Chemical carcinogenesis - DNA adducts
C06753	625	Chloroalkane and chloroalkene degradation
C06753	1100	Metabolic pathways
C06753	1120	Microbial metabolism in diverse environments
C06754	625	Chloroalkane and chloroalkene degradation
C06754	982	Drug metabolism - cytochrome P450
C06754	1100	Metabolic pathways
C06754	1120	Microbial metabolism in diverse environments
C06754	5204	Chemical carcinogenesis - DNA adducts
C06755	361	Chlorocyclohexane and chlorobenzene degradation
C06755	625	Chloroalkane and chloroalkene degradation
C06755	980	Metabolism of xenobiotics by cytochrome P450
C06755	1100	Metabolic pathways
C06755	1120	Microbial metabolism in diverse environments
C06756	622	Xylene degradation
C06756	1100	Metabolic pathways
C06756	1120	Microbial metabolism in diverse environments
C06756	1220	Degradation of aromatic compounds
C06757	622	Xylene degradation
C06757	1100	Metabolic pathways
C06757	1120	Microbial metabolism in diverse environments
C06757	1220	Degradation of aromatic compounds
C06758	622	Xylene degradation
C06758	1100	Metabolic pathways
C06758	1120	Microbial metabolism in diverse environments
C06758	1220	Degradation of aromatic compounds
C06760	622	Xylene degradation
C06760	1100	Metabolic pathways
C06760	1120	Microbial metabolism in diverse environments
C06760	1220	Degradation of aromatic compounds
C06762	622	Xylene degradation
C06762	1100	Metabolic pathways
C06762	1120	Microbial metabolism in diverse environments
C06762	1220	Degradation of aromatic compounds
C06767	2010	ABC transporters
C06769	1053	Biosynthesis of siderophore group nonribosomal peptides
C06769	1110	Biosynthesis of secondary metabolites
C06771	564	Glycerophospholipid metabolism
C06772	564	Glycerophospholipid metabolism
C06789	625	Chloroalkane and chloroalkene degradation
C06789	1100	Metabolic pathways
C06789	1120	Microbial metabolism in diverse environments
C06790	625	Chloroalkane and chloroalkene degradation
C06790	980	Metabolism of xenobiotics by cytochrome P450
C06790	1100	Metabolic pathways
C06790	1120	Microbial metabolism in diverse environments
C06790	5207	Chemical carcinogenesis - receptor activation
C06791	625	Chloroalkane and chloroalkene degradation
C06791	1100	Metabolic pathways
C06791	1120	Microbial metabolism in diverse environments
C06792	625	Chloroalkane and chloroalkene degradation
C06792	1100	Metabolic pathways
C06792	1120	Microbial metabolism in diverse environments
C06793	625	Chloroalkane and chloroalkene degradation
C06793	1100	Metabolic pathways
C06793	1120	Microbial metabolism in diverse environments
C06793	5204	Chemical carcinogenesis - DNA adducts
C06793	5225	Hepatocellular carcinoma
C06799	1057	Biosynthesis of type II polyketide products
C06799	1110	Biosynthesis of secondary metabolites
C06800	254	Aflatoxin biosynthesis
C06800	980	Metabolism of xenobiotics by cytochrome P450
C06800	1100	Metabolic pathways
C06800	1110	Biosynthesis of secondary metabolites
C06800	5204	Chemical carcinogenesis - DNA adducts
C06800	5225	Hepatocellular carcinoma
C06801	1057	Biosynthesis of type II polyketide products
C06801	1100	Metabolic pathways
C06801	1110	Biosynthesis of secondary metabolites
C06802	525	Acarbose and validamycin biosynthesis
C06802	1100	Metabolic pathways
C06802	1110	Biosynthesis of secondary metabolites
C06804	4976	Bile secretion
C06810	4976	Bile secretion
C06813	627	Aminobenzoate degradation
C06813	1120	Microbial metabolism in diverse environments
C06813	1220	Degradation of aromatic compounds
C06837	983	Drug metabolism - other enzymes
C06855	7037	Antiarrhythmic drugs
C06855	7232	Potassium channel blocking and opening drugs
C06865	4080	Neuroactive ligand-receptor interaction
C06866	996	Biosynthesis of various alkaloids
C06866	1060	Biosynthesis of plant secondary metabolites
C06866	1063	Biosynthesis of alkaloids derived from shikimate pathway
C06866	1100	Metabolic pathways
C06866	1110	Biosynthesis of secondary metabolites
C06866	4750	Inflammatory mediator regulation of TRP channels
C06868	982	Drug metabolism - cytochrome P450
C06876	627	Aminobenzoate degradation
C06876	1120	Microbial metabolism in diverse environments
C06880	4976	Bile secretion
C06890	4976	Bile secretion
C06892	562	Inositol phosphate metabolism
C06892	1100	Metabolic pathways
C06892	1120	Microbial metabolism in diverse environments
C06893	562	Inositol phosphate metabolism
C06893	1100	Metabolic pathways
C06893	1120	Microbial metabolism in diverse environments
C06899	980	Metabolism of xenobiotics by cytochrome P450
C06916	5207	Chemical carcinogenesis - receptor activation
C06956	4976	Bile secretion
C06972	999	Biosynthesis of various plant secondary metabolites
C06972	1100	Metabolic pathways
C06972	1110	Biosynthesis of secondary metabolites
C06986	130	Ubiquinone and other terpenoid-quinone biosynthesis
C06988	361	Chlorocyclohexane and chlorobenzene degradation
C06988	1120	Microbial metabolism in diverse environments
C06989	361	Chlorocyclohexane and chlorobenzene degradation
C06989	1120	Microbial metabolism in diverse environments
C06990	361	Chlorocyclohexane and chlorobenzene degradation
C06990	1120	Microbial metabolism in diverse environments
C06990	1220	Degradation of aromatic compounds
C06999	4976	Bile secretion
C07014	4976	Bile secretion
C07020	5207	Chemical carcinogenesis - receptor activation
C07024	998	Biosynthesis of various antibiotics
C07024	1100	Metabolic pathways
C07024	1110	Biosynthesis of secondary metabolites
C07025	998	Biosynthesis of various antibiotics
C07025	1100	Metabolic pathways
C07025	1110	Biosynthesis of secondary metabolites
C07026	998	Biosynthesis of various antibiotics
C07026	1100	Metabolic pathways
C07026	1110	Biosynthesis of secondary metabolites
C07027	998	Biosynthesis of various antibiotics
C07027	1100	Metabolic pathways
C07027	1110	Biosynthesis of secondary metabolites
C07028	998	Biosynthesis of various antibiotics
C07028	1100	Metabolic pathways
C07028	1110	Biosynthesis of secondary metabolites
C07029	998	Biosynthesis of various antibiotics
C07029	1100	Metabolic pathways
C07029	1110	Biosynthesis of secondary metabolites
C07030	998	Biosynthesis of various antibiotics
C07030	1100	Metabolic pathways
C07030	1110	Biosynthesis of secondary metabolites
C07031	998	Biosynthesis of various antibiotics
C07031	1100	Metabolic pathways
C07031	1110	Biosynthesis of secondary metabolites
C07032	998	Biosynthesis of various antibiotics
C07032	1100	Metabolic pathways
C07032	1110	Biosynthesis of secondary metabolites
C07044	998	Biosynthesis of various antibiotics
C07044	1100	Metabolic pathways
C07044	1110	Biosynthesis of secondary metabolites
C07047	982	Drug metabolism - cytochrome P450
C07051	4976	Bile secretion
C07051	7218	HIV protease inhibitors
C07054	983	Drug metabolism - other enzymes
C07056	4261	Adrenergic signaling in cardiomyocytes
C07065	4976	Bile secretion
C07073	982	Drug metabolism - cytochrome P450
C07075	361	Chlorocyclohexane and chlorobenzene degradation
C07075	1100	Metabolic pathways
C07075	1120	Microbial metabolism in diverse environments
C07083	642	Ethylbenzene degradation
C07083	643	Styrene degradation
C07083	1100	Metabolic pathways
C07083	1120	Microbial metabolism in diverse environments
C07083	1220	Degradation of aromatic compounds
C07084	643	Styrene degradation
C07084	1100	Metabolic pathways
C07084	1120	Microbial metabolism in diverse environments
C07084	1220	Degradation of aromatic compounds
C07085	643	Styrene degradation
C07085	1100	Metabolic pathways
C07085	1120	Microbial metabolism in diverse environments
C07085	1220	Degradation of aromatic compounds
C07086	360	Phenylalanine metabolism
C07086	643	Styrene degradation
C07086	1100	Metabolic pathways
C07086	1120	Microbial metabolism in diverse environments
C07087	643	Styrene degradation
C07087	1100	Metabolic pathways
C07087	1120	Microbial metabolism in diverse environments
C07087	1220	Degradation of aromatic compounds
C07088	361	Chlorocyclohexane and chlorobenzene degradation
C07088	1120	Microbial metabolism in diverse environments
C07088	1220	Degradation of aromatic compounds
C07089	361	Chlorocyclohexane and chlorobenzene degradation
C07089	1100	Metabolic pathways
C07089	1120	Microbial metabolism in diverse environments
C07090	361	Chlorocyclohexane and chlorobenzene degradation
C07090	1120	Microbial metabolism in diverse environments
C07091	361	Chlorocyclohexane and chlorobenzene degradation
C07091	1120	Microbial metabolism in diverse environments
C07092	361	Chlorocyclohexane and chlorobenzene degradation
C07092	1100	Metabolic pathways
C07092	1120	Microbial metabolism in diverse environments
C07092	1220	Degradation of aromatic compounds
C07093	361	Chlorocyclohexane and chlorobenzene degradation
C07093	1100	Metabolic pathways
C07093	1120	Microbial metabolism in diverse environments
C07093	1220	Degradation of aromatic compounds
C07094	361	Chlorocyclohexane and chlorobenzene degradation
C07094	1100	Metabolic pathways
C07094	1120	Microbial metabolism in diverse environments
C07094	1220	Degradation of aromatic compounds
C07095	361	Chlorocyclohexane and chlorobenzene degradation
C07095	1100	Metabolic pathways
C07095	1120	Microbial metabolism in diverse environments
C07096	361	Chlorocyclohexane and chlorobenzene degradation
C07096	1120	Microbial metabolism in diverse environments
C07096	1220	Degradation of aromatic compounds
C07097	361	Chlorocyclohexane and chlorobenzene degradation
C07097	1100	Metabolic pathways
C07097	1120	Microbial metabolism in diverse environments
C07097	1220	Degradation of aromatic compounds
C07098	361	Chlorocyclohexane and chlorobenzene degradation
C07098	1120	Microbial metabolism in diverse environments
C07099	361	Chlorocyclohexane and chlorobenzene degradation
C07099	1100	Metabolic pathways
C07099	1120	Microbial metabolism in diverse environments
C07100	361	Chlorocyclohexane and chlorobenzene degradation
C07100	1100	Metabolic pathways
C07100	1120	Microbial metabolism in diverse environments
C07101	361	Chlorocyclohexane and chlorobenzene degradation
C07101	1100	Metabolic pathways
C07101	1120	Microbial metabolism in diverse environments
C07102	361	Chlorocyclohexane and chlorobenzene degradation
C07102	1100	Metabolic pathways
C07102	1120	Microbial metabolism in diverse environments
C07103	361	Chlorocyclohexane and chlorobenzene degradation
C07103	627	Aminobenzoate degradation
C07103	1100	Metabolic pathways
C07103	1120	Microbial metabolism in diverse environments
C07108	982	Drug metabolism - cytochrome P450
C07111	642	Ethylbenzene degradation
C07111	1100	Metabolic pathways
C07111	1120	Microbial metabolism in diverse environments
C07111	1220	Degradation of aromatic compounds
C07113	642	Ethylbenzene degradation
C07113	1120	Microbial metabolism in diverse environments
C07113	1220	Degradation of aromatic compounds
C07114	642	Ethylbenzene degradation
C07114	1120	Microbial metabolism in diverse environments
C07114	1220	Degradation of aromatic compounds
C07118	642	Ethylbenzene degradation
C07118	1120	Microbial metabolism in diverse environments
C07118	1220	Degradation of aromatic compounds
C07122	5204	Chemical carcinogenesis - DNA adducts
C07123	642	Ethylbenzene degradation
C07123	1100	Metabolic pathways
C07123	1120	Microbial metabolism in diverse environments
C07123	1220	Degradation of aromatic compounds
C07130	232	Caffeine metabolism
C07130	1060	Biosynthesis of plant secondary metabolites
C07130	1065	Biosynthesis of alkaloids derived from histidine and purine
C07130	1100	Metabolic pathways
C07130	1110	Biosynthesis of secondary metabolites
C07130	1120	Microbial metabolism in diverse environments
C07151	4152	AMPK signaling pathway
C07151	4211	Longevity regulating pathway
C07151	4976	Bile secretion
C07160	907	"Pinene, camphor and geraniol degradation"
C07160	1120	Microbial metabolism in diverse environments
C07163	982	Drug metabolism - cytochrome P450
C07184	4976	Bile secretion
C07185	982	Drug metabolism - cytochrome P450
C07185	4976	Bile secretion
C07189	642	Ethylbenzene degradation
C07189	1120	Microbial metabolism in diverse environments
C07201	901	Indole alkaloid biosynthesis
C07201	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07201	1100	Metabolic pathways
C07201	1110	Biosynthesis of secondary metabolites
C07201	4976	Bile secretion
C07204	901	Indole alkaloid biosynthesis
C07204	1100	Metabolic pathways
C07204	1110	Biosynthesis of secondary metabolites
C07207	4976	Bile secretion
C07208	622	Xylene degradation
C07208	1100	Metabolic pathways
C07208	1120	Microbial metabolism in diverse environments
C07208	1220	Degradation of aromatic compounds
C07209	622	Xylene degradation
C07209	1100	Metabolic pathways
C07209	1120	Microbial metabolism in diverse environments
C07209	1220	Degradation of aromatic compounds
C07210	4976	Bile secretion
C07211	622	Xylene degradation
C07211	1100	Metabolic pathways
C07211	1120	Microbial metabolism in diverse environments
C07211	1220	Degradation of aromatic compounds
C07212	622	Xylene degradation
C07212	1100	Metabolic pathways
C07212	1120	Microbial metabolism in diverse environments
C07212	1220	Degradation of aromatic compounds
C07213	622	Xylene degradation
C07213	1100	Metabolic pathways
C07213	1120	Microbial metabolism in diverse environments
C07213	1220	Degradation of aromatic compounds
C07214	622	Xylene degradation
C07214	1100	Metabolic pathways
C07214	1120	Microbial metabolism in diverse environments
C07214	1220	Degradation of aromatic compounds
C07215	622	Xylene degradation
C07215	1100	Metabolic pathways
C07215	1120	Microbial metabolism in diverse environments
C07215	1220	Degradation of aromatic compounds
C07216	622	Xylene degradation
C07216	1100	Metabolic pathways
C07216	1120	Microbial metabolism in diverse environments
C07216	1220	Degradation of aromatic compounds
C07240	4976	Bile secretion
C07271	903	Limonene degradation
C07271	1120	Microbial metabolism in diverse environments
C07276	903	Limonene degradation
C07276	1120	Microbial metabolism in diverse environments
C07277	523	Polyketide sugar unit biosynthesis
C07277	541	O-Antigen nucleotide sugar biosynthesis
C07277	1100	Metabolic pathways
C07277	1110	Biosynthesis of secondary metabolites
C07277	1250	Biosynthesis of nucleotide sugars
C07289	591	Linoleic acid metabolism
C07289	1060	Biosynthesis of plant secondary metabolites
C07294	5208	Chemical carcinogenesis - reactive oxygen species
C07295	5208	Chemical carcinogenesis - reactive oxygen species
C07301	627	Aminobenzoate degradation
C07301	1120	Microbial metabolism in diverse environments
C07303	996	Biosynthesis of various alkaloids
C07303	1100	Metabolic pathways
C07303	1110	Biosynthesis of secondary metabolites
C07304	950	Isoquinoline alkaloid biosynthesis
C07304	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07304	1110	Biosynthesis of secondary metabolites
C07307	950	Isoquinoline alkaloid biosynthesis
C07308	5208	Chemical carcinogenesis - reactive oxygen species
C07330	908	Zeatin biosynthesis
C07335	750	Vitamin B6 metabolism
C07335	1100	Metabolic pathways
C07335	1240	Biosynthesis of cofactors
C07338	591	Linoleic acid metabolism
C07349	404	Staurosporine biosynthesis
C07349	1100	Metabolic pathways
C07349	1110	Biosynthesis of secondary metabolites
C07354	591	Linoleic acid metabolism
C07394	904	Diterpenoid biosynthesis
C07394	1062	Biosynthesis of terpenoids and steroids
C07394	1100	Metabolic pathways
C07394	1110	Biosynthesis of secondary metabolites
C07394	4976	Bile secretion
C07434	5207	Chemical carcinogenesis - receptor activation
C07446	983	Drug metabolism - other enzymes
C07447	983	Drug metabolism - other enzymes
C07448	7227	Histamine H2/H3 receptor agonists/antagonists
C07454	7227	Histamine H2/H3 receptor agonists/antagonists
C07473	7220	Cholinergic and anticholinergic drugs
C07474	1065	Biosynthesis of alkaloids derived from histidine and purine
C07474	1110	Biosynthesis of secondary metabolites
C07475	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C07475	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C07475	1110	Biosynthesis of secondary metabolites
C07478	622	Xylene degradation
C07478	1100	Metabolic pathways
C07478	1120	Microbial metabolism in diverse environments
C07478	1220	Degradation of aromatic compounds
C07479	622	Xylene degradation
C07479	1100	Metabolic pathways
C07479	1120	Microbial metabolism in diverse environments
C07479	1220	Degradation of aromatic compounds
C07480	232	Caffeine metabolism
C07480	1060	Biosynthesis of plant secondary metabolites
C07480	1065	Biosynthesis of alkaloids derived from histidine and purine
C07480	1100	Metabolic pathways
C07480	1110	Biosynthesis of secondary metabolites
C07480	1120	Microbial metabolism in diverse environments
C07481	232	Caffeine metabolism
C07481	1060	Biosynthesis of plant secondary metabolites
C07481	1065	Biosynthesis of alkaloids derived from histidine and purine
C07481	1100	Metabolic pathways
C07481	1110	Biosynthesis of secondary metabolites
C07481	1120	Microbial metabolism in diverse environments
C07490	625	Chloroalkane and chloroalkene degradation
C07490	980	Metabolism of xenobiotics by cytochrome P450
C07490	1120	Microbial metabolism in diverse environments
C07490	7032	Hypnotics
C07492	982	Drug metabolism - cytochrome P450
C07493	982	Drug metabolism - cytochrome P450
C07493	7033	Anticonvulsants
C07495	982	Drug metabolism - cytochrome P450
C07496	982	Drug metabolism - cytochrome P450
C07499	7033	Anticonvulsants
C07501	982	Drug metabolism - cytochrome P450
C07512	4976	Bile secretion
C07521	7230	GABA-A receptor agonists/antagonists
C07535	624	Polycyclic aromatic hydrocarbon degradation
C07535	980	Metabolism of xenobiotics by cytochrome P450
C07535	1120	Microbial metabolism in diverse environments
C07535	5204	Chemical carcinogenesis - DNA adducts
C07535	5207	Chemical carcinogenesis - receptor activation
C07535	5208	Chemical carcinogenesis - reactive oxygen species
C07541	901	Indole alkaloid biosynthesis
C07541	1110	Biosynthesis of secondary metabolites
C07544	901	Indole alkaloid biosynthesis
C07544	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07544	1110	Biosynthesis of secondary metabolites
C07547	950	Isoquinoline alkaloid biosynthesis
C07547	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07547	7221	Nicotinic cholinergic receptor antagonists
C07548	7221	Nicotinic cholinergic receptor antagonists
C07550	7221	Nicotinic cholinergic receptor antagonists
C07557	621	Dioxin degradation
C07557	4934	Cushing syndrome
C07557	5207	Chemical carcinogenesis - receptor activation
C07557	5208	Chemical carcinogenesis - reactive oxygen species
C07572	982	Drug metabolism - cytochrome P450
C07573	7055	Sulfonamide derivatives - overview
C07575	7235	N-Methyl-D-aspartic acid (NMDA) receptor antagonists
C07576	901	Indole alkaloid biosynthesis
C07576	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07576	1100	Metabolic pathways
C07576	1110	Biosynthesis of secondary metabolites
C07578	999	Biosynthesis of various plant secondary metabolites
C07578	1100	Metabolic pathways
C07578	1110	Biosynthesis of secondary metabolites
C07585	983	Drug metabolism - other enzymes
C07592	950	Isoquinoline alkaloid biosynthesis
C07592	1063	Biosynthesis of alkaloids derived from shikimate pathway
C07592	1110	Biosynthesis of secondary metabolites
C07593	943	Isoflavonoid biosynthesis
C07593	1061	Biosynthesis of phenylpropanoids
C07593	1110	Biosynthesis of secondary metabolites
C07593	5012	Parkinson disease
C07593	5022	Pathways of neurodegeneration - multiple diseases
C07600	4750	Inflammatory mediator regulation of TRP channels
C07601	904	Diterpenoid biosynthesis
C07601	1062	Biosynthesis of terpenoids and steroids
C07601	1110	Biosynthesis of secondary metabolites
C07635	984	Steroid degradation
C07635	1120	Microbial metabolism in diverse environments
C07639	4919	Thyroid hormone signaling pathway
C07641	5204	Chemical carcinogenesis - DNA adducts
C07642	7040	Antineoplastics - alkylating agents
C07643	982	Drug metabolism - cytochrome P450
C07644	982	Drug metabolism - cytochrome P450
C07645	982	Drug metabolism - cytochrome P450
C07646	982	Drug metabolism - cytochrome P450
C07647	982	Drug metabolism - cytochrome P450
C07648	983	Drug metabolism - other enzymes
C07649	983	Drug metabolism - other enzymes
C07649	4976	Bile secretion
C07653	5200	Pathways in cancer
C07653	5215	Prostate cancer
C07656	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C07656	1110	Biosynthesis of secondary metabolites
C07660	4976	Bile secretion
C07662	2010	ABC transporters
C07663	2010	ABC transporters
C07667	909	Sesquiterpenoid and triterpenoid biosynthesis
C07667	1062	Biosynthesis of terpenoids and steroids
C07667	1110	Biosynthesis of secondary metabolites
C07712	100	Steroid biosynthesis
C07712	1100	Metabolic pathways
C07712	1110	Biosynthesis of secondary metabolites
C07715	624	Polycyclic aromatic hydrocarbon degradation
C07715	1100	Metabolic pathways
C07715	1120	Microbial metabolism in diverse environments
C07717	624	Polycyclic aromatic hydrocarbon degradation
C07717	1120	Microbial metabolism in diverse environments
C07718	624	Polycyclic aromatic hydrocarbon degradation
C07718	1120	Microbial metabolism in diverse environments
C07719	624	Polycyclic aromatic hydrocarbon degradation
C07719	1120	Microbial metabolism in diverse environments
C07720	624	Polycyclic aromatic hydrocarbon degradation
C07720	1120	Microbial metabolism in diverse environments
C07721	624	Polycyclic aromatic hydrocarbon degradation
C07721	1120	Microbial metabolism in diverse environments
C07722	624	Polycyclic aromatic hydrocarbon degradation
C07722	1120	Microbial metabolism in diverse environments
C07723	624	Polycyclic aromatic hydrocarbon degradation
C07723	1120	Microbial metabolism in diverse environments
C07724	624	Polycyclic aromatic hydrocarbon degradation
C07724	1120	Microbial metabolism in diverse environments
C07725	624	Polycyclic aromatic hydrocarbon degradation
C07725	1120	Microbial metabolism in diverse environments
C07726	624	Polycyclic aromatic hydrocarbon degradation
C07726	1120	Microbial metabolism in diverse environments
C07727	624	Polycyclic aromatic hydrocarbon degradation
C07727	1120	Microbial metabolism in diverse environments
C07728	624	Polycyclic aromatic hydrocarbon degradation
C07728	1120	Microbial metabolism in diverse environments
C07729	621	Dioxin degradation
C07729	1100	Metabolic pathways
C07729	1120	Microbial metabolism in diverse environments
C07729	1220	Degradation of aromatic compounds
C07731	621	Dioxin degradation
C07731	1100	Metabolic pathways
C07731	1120	Microbial metabolism in diverse environments
C07731	1220	Degradation of aromatic compounds
C07732	621	Dioxin degradation
C07732	1100	Metabolic pathways
C07732	1120	Microbial metabolism in diverse environments
C07732	1220	Degradation of aromatic compounds
C07733	621	Dioxin degradation
C07733	1100	Metabolic pathways
C07733	1120	Microbial metabolism in diverse environments
C07733	1220	Degradation of aromatic compounds
C07734	621	Dioxin degradation
C07734	1100	Metabolic pathways
C07734	1120	Microbial metabolism in diverse environments
C07734	1220	Degradation of aromatic compounds
C07756	311	Penicillin and cephalosporin biosynthesis
C07756	1110	Biosynthesis of secondary metabolites
C07836	540	Lipopolysaccharide biosynthesis
C07836	1100	Metabolic pathways
C07836	1250	Biosynthesis of nucleotide sugars
C07838	540	Lipopolysaccharide biosynthesis
C07838	1100	Metabolic pathways
C07838	1250	Biosynthesis of nucleotide sugars
C07880	121	Secondary bile acid biosynthesis
C07909	1052	Type I polyketide structures
C07909	4211	Longevity regulating pathway
C07909	4212	Longevity regulating pathway - worm
C07909	4218	Cellular senescence
C07919	7221	Nicotinic cholinergic receptor antagonists
C07966	4976	Bile secretion
C08012	982	Drug metabolism - cytochrome P450
C08057	998	Biosynthesis of various antibiotics
C08057	1100	Metabolic pathways
C08057	1110	Biosynthesis of secondary metabolites
C08060	621	Dioxin degradation
C08060	1100	Metabolic pathways
C08060	1120	Microbial metabolism in diverse environments
C08060	1220	Degradation of aromatic compounds
C08061	621	Dioxin degradation
C08061	1100	Metabolic pathways
C08061	1120	Microbial metabolism in diverse environments
C08061	1220	Degradation of aromatic compounds
C08062	621	Dioxin degradation
C08062	1100	Metabolic pathways
C08062	1120	Microbial metabolism in diverse environments
C08062	1220	Degradation of aromatic compounds
C08063	627	Aminobenzoate degradation
C08063	1120	Microbial metabolism in diverse environments
C08073	1052	Type I polyketide structures
C08150	5207	Chemical carcinogenesis - receptor activation
C08262	1065	Biosynthesis of alkaloids derived from histidine and purine
C08262	1110	Biosynthesis of secondary metabolites
C08262	4974	Protein digestion and absorption
C08276	270	Cysteine and methionine metabolism
C08276	920	Sulfur metabolism
C08276	1100	Metabolic pathways
C08281	73	"Cutin, suberine and wax biosynthesis"
C08281	1040	Biosynthesis of unsaturated fatty acids
C08285	73	"Cutin, suberine and wax biosynthesis"
C08300	996	Biosynthesis of various alkaloids
C08300	1063	Biosynthesis of alkaloids derived from shikimate pathway
C08300	1100	Metabolic pathways
C08301	996	Biosynthesis of various alkaloids
C08301	1063	Biosynthesis of alkaloids derived from shikimate pathway
C08301	1100	Metabolic pathways
C08301	1110	Biosynthesis of secondary metabolites
C08304	999	Biosynthesis of various plant secondary metabolites
C08304	1110	Biosynthesis of secondary metabolites
C08307	999	Biosynthesis of various plant secondary metabolites
C08307	1100	Metabolic pathways
C08307	1110	Biosynthesis of secondary metabolites
C08308	999	Biosynthesis of various plant secondary metabolites
